precio_compra, tam, num_puertas,cantidad_personas,tam_maletera,seguridad,calificacion
muy_alto,bajo,2,2,intermedio,intermedio,inaceptable
muy_alto,bajo,2,2,intermedio,alto,inaceptable
muy_alto,bajo,2,2,grande,bajo,inaceptable
muy_alto,bajo,2,2,grande,intermedio,inaceptable
muy_alto,bajo,2,2,grande,alto,inaceptable
muy_alto,bajo,2,4,pequeño,bajo,inaceptable
muy_alto,bajo,2,4,pequeño,intermedio,inaceptable
muy_alto,bajo,2,4,pequeño,alto,aceptable
muy_alto,bajo,2,4,intermedio,bajo,inaceptable
muy_alto,bajo,2,4,intermedio,intermedio,inaceptable
muy_alto,bajo,2,4,intermedio,alto,aceptable
muy_alto,bajo,2,4,grande,bajo,inaceptable
muy_alto,bajo,2,4,grande,intermedio,aceptable
muy_alto,bajo,2,4,grande,alto,aceptable
muy_alto,bajo,2,mas_de_4,pequeño,bajo,inaceptable
muy_alto,bajo,2,mas_de_4,pequeño,intermedio,inaceptable
muy_alto,bajo,2,mas_de_4,pequeño,alto,inaceptable
muy_alto,bajo,2,mas_de_4,intermedio,bajo,inaceptable
muy_alto,bajo,2,mas_de_4,intermedio,intermedio,inaceptable
muy_alto,bajo,2,mas_de_4,intermedio,alto,aceptable
muy_alto,bajo,2,mas_de_4,grande,bajo,inaceptable
muy_alto,bajo,2,mas_de_4,grande,intermedio,aceptable
muy_alto,bajo,2,mas_de_4,grande,alto,aceptable
muy_alto,bajo,3,2,pequeño,bajo,inaceptable
muy_alto,bajo,3,2,pequeño,intermedio,inaceptable
muy_alto,bajo,3,2,pequeño,alto,inaceptable
muy_alto,bajo,3,2,intermedio,bajo,inaceptable
muy_alto,bajo,3,2,intermedio,intermedio,inaceptable
muy_alto,bajo,3,2,intermedio,alto,inaceptable
muy_alto,bajo,3,2,grande,bajo,inaceptable
muy_alto,bajo,3,2,grande,intermedio,inaceptable
muy_alto,bajo,3,2,grande,alto,inaceptable
muy_alto,bajo,3,4,pequeño,bajo,inaceptable
muy_alto,bajo,3,4,pequeño,intermedio,inaceptable
muy_alto,bajo,3,4,pequeño,alto,aceptable
muy_alto,bajo,3,4,intermedio,bajo,inaceptable
muy_alto,bajo,3,4,intermedio,intermedio,inaceptable
muy_alto,bajo,3,4,intermedio,alto,aceptable
muy_alto,bajo,3,4,grande,bajo,inaceptable
muy_alto,bajo,3,4,grande,intermedio,aceptable
muy_alto,bajo,3,4,grande,alto,aceptable
muy_alto,bajo,3,mas_de_4,pequeño,bajo,inaceptable
muy_alto,bajo,3,mas_de_4,pequeño,intermedio,inaceptable
muy_alto,bajo,3,mas_de_4,pequeño,alto,aceptable
muy_alto,bajo,3,mas_de_4,intermedio,bajo,inaceptable
muy_alto,bajo,3,mas_de_4,intermedio,intermedio,aceptable
muy_alto,bajo,3,mas_de_4,intermedio,alto,aceptable
muy_alto,bajo,3,mas_de_4,grande,bajo,inaceptable
muy_alto,bajo,3,mas_de_4,grande,intermedio,aceptable
muy_alto,bajo,3,mas_de_4,grande,alto,aceptable
muy_alto,bajo,4,2,pequeño,bajo,inaceptable
muy_alto,bajo,4,2,pequeño,intermedio,inaceptable
muy_alto,bajo,4,2,pequeño,alto,inaceptable
muy_alto,bajo,4,2,intermedio,bajo,inaceptable
muy_alto,bajo,4,2,intermedio,intermedio,inaceptable
muy_alto,bajo,4,2,intermedio,alto,inaceptable
muy_alto,bajo,4,2,grande,bajo,inaceptable
muy_alto,bajo,4,2,grande,intermedio,inaceptable
muy_alto,bajo,4,2,grande,alto,inaceptable
muy_alto,bajo,4,4,pequeño,bajo,inaceptable
muy_alto,bajo,4,4,pequeño,intermedio,inaceptable
muy_alto,bajo,4,4,pequeño,alto,aceptable
muy_alto,bajo,4,4,intermedio,bajo,inaceptable
muy_alto,bajo,4,4,intermedio,intermedio,aceptable
muy_alto,bajo,4,4,intermedio,alto,aceptable
muy_alto,bajo,4,4,grande,bajo,inaceptable
muy_alto,bajo,4,4,grande,intermedio,aceptable
muy_alto,bajo,4,4,grande,alto,aceptable
muy_alto,bajo,4,mas_de_4,pequeño,bajo,inaceptable
muy_alto,bajo,4,mas_de_4,pequeño,intermedio,inaceptable
muy_alto,bajo,4,mas_de_4,pequeño,alto,aceptable
muy_alto,bajo,4,mas_de_4,intermedio,bajo,inaceptable
muy_alto,bajo,4,mas_de_4,intermedio,intermedio,aceptable
muy_alto,bajo,4,mas_de_4,intermedio,alto,aceptable
muy_alto,bajo,4,mas_de_4,grande,bajo,inaceptable
muy_alto,bajo,4,mas_de_4,grande,intermedio,aceptable
muy_alto,bajo,4,mas_de_4,grande,alto,aceptable
muy_alto,bajo,mas_de_4,2,pequeño,bajo,inaceptable
muy_alto,bajo,mas_de_4,2,pequeño,intermedio,inaceptable
muy_alto,bajo,mas_de_4,2,pequeño,alto,inaceptable
muy_alto,bajo,mas_de_4,2,intermedio,bajo,inaceptable
muy_alto,bajo,mas_de_4,2,intermedio,intermedio,inaceptable
muy_alto,bajo,mas_de_4,2,intermedio,alto,inaceptable
muy_alto,bajo,mas_de_4,2,grande,bajo,inaceptable
muy_alto,bajo,mas_de_4,2,grande,intermedio,inaceptable
muy_alto,bajo,mas_de_4,2,grande,alto,inaceptable
muy_alto,bajo,mas_de_4,4,pequeño,bajo,inaceptable
muy_alto,bajo,mas_de_4,4,pequeño,intermedio,inaceptable
muy_alto,bajo,mas_de_4,4,pequeño,alto,aceptable
muy_alto,bajo,mas_de_4,4,intermedio,bajo,inaceptable
muy_alto,bajo,mas_de_4,4,intermedio,intermedio,aceptable
muy_alto,bajo,mas_de_4,4,intermedio,alto,aceptable
muy_alto,bajo,mas_de_4,4,grande,bajo,inaceptable
muy_alto,bajo,mas_de_4,4,grande,intermedio,aceptable
muy_alto,bajo,mas_de_4,4,grande,alto,aceptable
muy_alto,bajo,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
muy_alto,bajo,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
muy_alto,bajo,mas_de_4,mas_de_4,pequeño,alto,aceptable
muy_alto,bajo,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
muy_alto,bajo,mas_de_4,mas_de_4,intermedio,intermedio,aceptable
muy_alto,bajo,mas_de_4,mas_de_4,intermedio,alto,aceptable
muy_alto,bajo,mas_de_4,mas_de_4,grande,bajo,inaceptable
muy_alto,bajo,mas_de_4,mas_de_4,grande,intermedio,aceptable
muy_alto,bajo,mas_de_4,mas_de_4,grande,alto,aceptable
alto,muy_alto,2,2,pequeño,bajo,inaceptable
alto,muy_alto,2,2,pequeño,intermedio,inaceptable
alto,muy_alto,2,2,pequeño,alto,inaceptable
alto,muy_alto,2,2,intermedio,bajo,inaceptable
alto,muy_alto,2,2,intermedio,intermedio,inaceptable
alto,muy_alto,2,2,intermedio,alto,inaceptable
alto,muy_alto,2,2,grande,bajo,inaceptable
alto,muy_alto,2,2,grande,intermedio,inaceptable
alto,muy_alto,2,2,grande,alto,inaceptable
alto,muy_alto,2,4,pequeño,bajo,inaceptable
alto,muy_alto,2,4,pequeño,intermedio,inaceptable
alto,muy_alto,2,4,pequeño,alto,inaceptable
alto,muy_alto,2,4,intermedio,bajo,inaceptable
alto,muy_alto,2,4,intermedio,intermedio,inaceptable
alto,muy_alto,2,4,intermedio,alto,inaceptable
alto,muy_alto,2,4,grande,bajo,inaceptable
alto,muy_alto,2,4,grande,intermedio,inaceptable
alto,muy_alto,2,4,grande,alto,inaceptable
alto,muy_alto,2,mas_de_4,pequeño,bajo,inaceptable
alto,muy_alto,2,mas_de_4,pequeño,intermedio,inaceptable
alto,muy_alto,2,mas_de_4,pequeño,alto,inaceptable
alto,muy_alto,2,mas_de_4,intermedio,bajo,inaceptable
alto,muy_alto,2,mas_de_4,intermedio,intermedio,inaceptable
alto,muy_alto,2,mas_de_4,intermedio,alto,inaceptable
alto,muy_alto,2,mas_de_4,grande,bajo,inaceptable
alto,muy_alto,2,mas_de_4,grande,intermedio,inaceptable
alto,muy_alto,2,mas_de_4,grande,alto,inaceptable
alto,muy_alto,3,2,pequeño,bajo,inaceptable
alto,muy_alto,3,2,pequeño,intermedio,inaceptable
alto,muy_alto,3,2,pequeño,alto,inaceptable
alto,muy_alto,3,2,intermedio,bajo,inaceptable
alto,muy_alto,3,2,intermedio,intermedio,inaceptable
alto,muy_alto,3,2,intermedio,alto,inaceptable
alto,muy_alto,3,2,grande,bajo,inaceptable
alto,muy_alto,3,2,grande,intermedio,inaceptable
alto,muy_alto,3,2,grande,alto,inaceptable
alto,muy_alto,3,4,pequeño,bajo,inaceptable
alto,muy_alto,3,4,pequeño,intermedio,inaceptable
alto,muy_alto,3,4,pequeño,alto,inaceptable
alto,muy_alto,3,4,intermedio,bajo,inaceptable
alto,muy_alto,3,4,intermedio,intermedio,inaceptable
alto,muy_alto,3,4,intermedio,alto,inaceptable
alto,muy_alto,3,4,grande,bajo,inaceptable
alto,muy_alto,3,4,grande,intermedio,inaceptable
alto,muy_alto,3,4,grande,alto,inaceptable
alto,muy_alto,3,mas_de_4,pequeño,bajo,inaceptable
alto,muy_alto,3,mas_de_4,pequeño,intermedio,inaceptable
alto,muy_alto,3,mas_de_4,pequeño,alto,inaceptable
alto,muy_alto,3,mas_de_4,intermedio,bajo,inaceptable
alto,muy_alto,3,mas_de_4,intermedio,intermedio,inaceptable
alto,muy_alto,3,mas_de_4,intermedio,alto,inaceptable
alto,muy_alto,3,mas_de_4,grande,bajo,inaceptable
alto,muy_alto,3,mas_de_4,grande,intermedio,inaceptable
alto,muy_alto,3,mas_de_4,grande,alto,inaceptable
alto,muy_alto,4,2,pequeño,bajo,inaceptable
alto,muy_alto,4,2,pequeño,intermedio,inaceptable
alto,muy_alto,4,2,pequeño,alto,inaceptable
alto,muy_alto,4,2,intermedio,bajo,inaceptable
alto,muy_alto,4,2,intermedio,intermedio,inaceptable
alto,muy_alto,4,2,intermedio,alto,inaceptable
alto,muy_alto,4,2,grande,bajo,inaceptable
alto,muy_alto,4,2,grande,intermedio,inaceptable
alto,muy_alto,4,2,grande,alto,inaceptable
alto,muy_alto,4,4,pequeño,bajo,inaceptable
alto,muy_alto,4,4,pequeño,intermedio,inaceptable
alto,muy_alto,4,4,pequeño,alto,inaceptable
alto,muy_alto,4,4,intermedio,bajo,inaceptable
alto,muy_alto,4,4,intermedio,intermedio,inaceptable
alto,muy_alto,4,4,intermedio,alto,inaceptable
alto,muy_alto,4,4,grande,bajo,inaceptable
alto,muy_alto,4,4,grande,intermedio,inaceptable
alto,muy_alto,4,4,grande,alto,inaceptable
alto,muy_alto,4,mas_de_4,pequeño,bajo,inaceptable
alto,muy_alto,4,mas_de_4,pequeño,intermedio,inaceptable
alto,muy_alto,4,mas_de_4,pequeño,alto,inaceptable
alto,muy_alto,4,mas_de_4,intermedio,bajo,inaceptable
alto,muy_alto,4,mas_de_4,intermedio,intermedio,inaceptable
alto,muy_alto,4,mas_de_4,intermedio,alto,inaceptable
alto,muy_alto,4,mas_de_4,grande,bajo,inaceptable
alto,muy_alto,4,mas_de_4,grande,intermedio,inaceptable
alto,muy_alto,4,mas_de_4,grande,alto,inaceptable
alto,muy_alto,mas_de_4,2,pequeño,bajo,inaceptable
alto,muy_alto,mas_de_4,2,pequeño,intermedio,inaceptable
alto,muy_alto,mas_de_4,2,pequeño,alto,inaceptable
alto,muy_alto,mas_de_4,2,intermedio,bajo,inaceptable
alto,muy_alto,mas_de_4,2,intermedio,intermedio,inaceptable
alto,muy_alto,mas_de_4,2,intermedio,alto,inaceptable
alto,muy_alto,mas_de_4,2,grande,bajo,inaceptable
alto,muy_alto,mas_de_4,2,grande,intermedio,inaceptable
alto,muy_alto,mas_de_4,2,grande,alto,inaceptable
alto,muy_alto,mas_de_4,4,pequeño,bajo,inaceptable
alto,muy_alto,mas_de_4,4,pequeño,intermedio,inaceptable
alto,muy_alto,mas_de_4,4,pequeño,alto,inaceptable
alto,muy_alto,mas_de_4,4,intermedio,bajo,inaceptable
alto,muy_alto,mas_de_4,4,intermedio,intermedio,inaceptable
alto,muy_alto,mas_de_4,4,intermedio,alto,inaceptable
alto,muy_alto,mas_de_4,4,grande,bajo,inaceptable
alto,muy_alto,mas_de_4,4,grande,intermedio,inaceptable
alto,muy_alto,mas_de_4,4,grande,alto,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,pequeño,alto,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,intermedio,intermedio,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,intermedio,alto,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,grande,bajo,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,grande,intermedio,inaceptable
alto,muy_alto,mas_de_4,mas_de_4,grande,alto,inaceptable
alto,alto,2,2,pequeño,bajo,inaceptable
alto,alto,2,2,pequeño,intermedio,inaceptable
alto,alto,2,2,pequeño,alto,inaceptable
alto,alto,2,2,intermedio,bajo,inaceptable
alto,alto,2,2,intermedio,intermedio,inaceptable
alto,alto,2,2,intermedio,alto,inaceptable
alto,alto,2,2,grande,bajo,inaceptable
alto,alto,2,2,grande,intermedio,inaceptable
alto,alto,2,2,grande,alto,inaceptable
alto,alto,2,4,pequeño,bajo,inaceptable
alto,alto,2,4,pequeño,intermedio,inaceptable
alto,alto,2,4,pequeño,alto,aceptable
alto,alto,2,4,intermedio,bajo,inaceptable
alto,alto,2,4,intermedio,intermedio,inaceptable
alto,alto,2,4,intermedio,alto,aceptable
alto,alto,2,4,grande,bajo,inaceptable
alto,alto,2,4,grande,intermedio,aceptable
alto,alto,2,4,grande,alto,aceptable
alto,alto,2,mas_de_4,pequeño,bajo,inaceptable
alto,alto,2,mas_de_4,pequeño,intermedio,inaceptable
alto,alto,2,mas_de_4,pequeño,alto,inaceptable
alto,alto,2,mas_de_4,intermedio,bajo,inaceptable
alto,alto,2,mas_de_4,intermedio,intermedio,inaceptable
alto,alto,2,mas_de_4,intermedio,alto,aceptable
alto,alto,2,mas_de_4,grande,bajo,inaceptable
alto,alto,2,mas_de_4,grande,intermedio,aceptable
alto,alto,2,mas_de_4,grande,alto,aceptable
alto,alto,3,2,pequeño,bajo,inaceptable
alto,alto,3,2,pequeño,intermedio,inaceptable
alto,alto,3,2,pequeño,alto,inaceptable
alto,alto,3,2,intermedio,bajo,inaceptable
alto,alto,3,2,intermedio,intermedio,inaceptable
alto,alto,3,2,intermedio,alto,inaceptable
alto,alto,3,2,grande,bajo,inaceptable
alto,alto,3,2,grande,intermedio,inaceptable
alto,alto,3,2,grande,alto,inaceptable
alto,alto,3,4,pequeño,bajo,inaceptable
alto,alto,3,4,pequeño,intermedio,inaceptable
alto,alto,3,4,pequeño,alto,aceptable
alto,alto,3,4,intermedio,bajo,inaceptable
alto,alto,3,4,intermedio,intermedio,inaceptable
alto,alto,3,4,intermedio,alto,aceptable
alto,alto,3,4,grande,bajo,inaceptable
alto,alto,3,4,grande,intermedio,aceptable
alto,alto,3,4,grande,alto,aceptable
alto,alto,3,mas_de_4,pequeño,bajo,inaceptable
alto,alto,3,mas_de_4,pequeño,intermedio,inaceptable
alto,alto,3,mas_de_4,pequeño,alto,aceptable
alto,alto,3,mas_de_4,intermedio,bajo,inaceptable
alto,alto,3,mas_de_4,intermedio,intermedio,aceptable
alto,alto,3,mas_de_4,intermedio,alto,aceptable
alto,alto,3,mas_de_4,grande,bajo,inaceptable
alto,alto,3,mas_de_4,grande,intermedio,aceptable
alto,alto,3,mas_de_4,grande,alto,aceptable
alto,alto,4,2,pequeño,bajo,inaceptable
alto,alto,4,2,pequeño,intermedio,inaceptable
alto,alto,4,2,pequeño,alto,inaceptable
alto,alto,4,2,intermedio,bajo,inaceptable
alto,alto,4,2,intermedio,intermedio,inaceptable
alto,alto,4,2,intermedio,alto,inaceptable
alto,alto,4,2,grande,bajo,inaceptable
alto,alto,4,2,grande,intermedio,inaceptable
alto,alto,4,2,grande,alto,inaceptable
alto,alto,4,4,pequeño,bajo,inaceptable
alto,alto,4,4,pequeño,intermedio,inaceptable
alto,alto,4,4,pequeño,alto,aceptable
alto,alto,4,4,intermedio,bajo,inaceptable
alto,alto,4,4,intermedio,intermedio,aceptable
alto,alto,4,4,intermedio,alto,aceptable
alto,alto,4,4,grande,bajo,inaceptable
alto,alto,4,4,grande,intermedio,aceptable
alto,alto,4,4,grande,alto,aceptable
alto,alto,4,mas_de_4,pequeño,bajo,inaceptable
alto,alto,4,mas_de_4,pequeño,intermedio,inaceptable
alto,alto,4,mas_de_4,pequeño,alto,aceptable
alto,alto,4,mas_de_4,intermedio,bajo,inaceptable
alto,alto,4,mas_de_4,intermedio,intermedio,aceptable
alto,alto,4,mas_de_4,intermedio,alto,aceptable
alto,alto,4,mas_de_4,grande,bajo,inaceptable
alto,alto,4,mas_de_4,grande,intermedio,aceptable
alto,alto,4,mas_de_4,grande,alto,aceptable
alto,alto,mas_de_4,2,pequeño,bajo,inaceptable
alto,alto,mas_de_4,2,pequeño,intermedio,inaceptable
alto,alto,mas_de_4,2,pequeño,alto,inaceptable
alto,alto,mas_de_4,2,intermedio,bajo,inaceptable
alto,alto,mas_de_4,2,intermedio,intermedio,inaceptable
alto,alto,mas_de_4,2,intermedio,alto,inaceptable
alto,alto,mas_de_4,2,grande,bajo,inaceptable
alto,alto,mas_de_4,2,grande,intermedio,inaceptable
alto,alto,mas_de_4,2,grande,alto,inaceptable
alto,alto,mas_de_4,4,pequeño,bajo,inaceptable
alto,alto,mas_de_4,4,pequeño,intermedio,inaceptable
alto,alto,mas_de_4,4,pequeño,alto,aceptable
alto,alto,mas_de_4,4,intermedio,bajo,inaceptable
alto,alto,mas_de_4,4,intermedio,intermedio,aceptable
alto,alto,mas_de_4,4,intermedio,alto,aceptable
alto,alto,mas_de_4,4,grande,bajo,inaceptable
alto,alto,mas_de_4,4,grande,intermedio,aceptable
alto,alto,mas_de_4,4,grande,alto,aceptable
alto,alto,mas_de_4,mas_de_4,pequeño,bajo,inaceptable
alto,alto,mas_de_4,mas_de_4,pequeño,intermedio,inaceptable
alto,alto,mas_de_4,mas_de_4,pequeño,alto,aceptable
alto,alto,mas_de_4,mas_de_4,intermedio,bajo,inaceptable
alto,alto,mas_de_4,mas_de_4,intermedio,intermedio,aceptable
alto,alto,mas_de_4,mas_de_4,intermedio,alto,aceptable
alto,alto,mas_de_4,mas_de_4,grande,bajo,inaceptable
alto,alto,mas_de_4,mas_de_4,grande,intermedio,aceptable
alto,alto,mas_de_4,mas_de_4,grande,alto,aceptable
alto,intermedio,2,2,pequeño,bajo,inaceptable
